hearing_id,subject_id,question-response_number,question,response,q_emotion1,q_emotion2,q_emotion1_text,q_emotion1_intensity,q_emotion1_intensity_text,q_emotion1_confidence,q_emotion2_text,q_emotion2_intensity,q_emotion2_intensity_text,q_emotion2_confidence,r_emotion1,r_emotion2,r_emotion1_text,r_emotion1_intensity,r_emotion1_intensity_text,r_emotion1_confidence,r_emotion2_text,r_emotion2_intensity,r_emotion2_intensity_text,r_emotion2_confidence,a_emotions
CHRG-113hhrg89598,5Zhb,17,"Now, Commissioner Koskinen, last week, many Members of Congress, including our own chairman, suggested that Lois Lerner intentionally crashed her computer to destroy emails. But, last Friday, you testified about the facts. You provided Congress with evidence from 2011, contemporaneous, by the way, emails showing exactly the opposite and that this was a technological problem. Since some Members of Congress are still pushing this accusation, I want to walk through these emails. And let me ask staff to put up the slides. On July 19th, 2011, Lois Lerner emailed Associate Chief Information Officer at the IRS for help in recovering her hard drive. And it says, ""I'm taking advantage of your offer to try and recapture my lost personal files. My computer skills are pretty basic, so nothing fancy. But there were some documents in the files that are irreplaceable. Whatever you can do to help is greatly appreciated."" Commissioner Koskinen, is that right? Is that accurate?","That's an email that has been found and been produced, yes.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,18,"Thank you, Mr. Chairman. Like Mr. Mica, John Koskinen, I have known you well before you came to Congress. Since coming to Congress, I have been impressed, not a little bit, by the confidence you have inspired in Republican and Democratic Presidents alike. It's as if they saved you for jobs that others couldn't do, didn't have the guts to do, or didn't have the integrity to do. You are well-known on both sides of the aisle as the government's most versatile turnaround artist. When an agency is in trouble, turn to John Koskinen. Therefore, I begin my series of questions simply by offering you an apology. I believe you deserve one. You deserve one because of accusations designed to sacrifice the reputation of a public servant with a spotless reputation, for political advantage, without a scintilla--and I use my words advisedly--of evidence. It's vile enough to look a man in the face and accuse him of perjury without submitting any evidence. It is much worse when all of the evidence supports the version of the facts of the man you are facing. Whether it is that the Lerner crash occurred well before this investigation began--she must be clairvoyant; whether it's been confirmed by the decriminalization lab, all the evidence is on your side, Mr. Koskinen. And I want to point out for the record that the line of conspiracy hunting has shifted with the Lerner crash. For the longest time, the line of questioning was about one subject alone. So we've moved from one scapegoat to another. What we've just moved off of, the notion that this was all a conspiracy directed on behalf of the White House, that also without a crumb of evidence. Lacking evidence, the crash provides new fodder. Just for the record, Mr. Koskinen, have you identified any evidence since you have been Commissioner that IRS employees before you came or now were part of a conspiracy to intentionally target the President's political enemies?","No. I have done no investigations. I have read the IG's report that said inappropriate criteria were used to identify organizations for review. And the IG had nine recommendations, and we have accepted all of those recommendations. I think it's important for the public to be confident that, whoever they are, they're going to be treated fairly by the IRS, whether they're Republicans, Democrats, belong to organizations of one kind or another. Wherever they show up, wherever they speak, they should understand they'll be treated fairly. If there's an issue, it's because something in their tax return; if somebody else had that issue, they would get the same response from the IRS. I think it's critical that the public have that confidence, and we're doing everything we can to restore that confidence.",Friendliness,Interest,,10,,100,,10,,100,Disapproval,Optimism,,10,,100,,3,,70,"('Optimism',)"
CHRG-113hhrg89598,5Zhb,19,"Now, these emails are concrete evidence of what really happened back in 2011, but my Republican colleagues just want to ignore them. They want to pretend they don't exist, those stubborn facts. But they do exist. And they show this was not intentional, this was not nefarious, this was not a conspiracy. Mr. Koskinen, are you aware of any evidence, documents, emails--and I remind you you are under oath; I also remind you you have been accused of false statements--are you aware of any evidence, documents, emails, or other information from IT professionals that calls into question the accuracy and the legitimacy of these emails?",No.,Interest,Disapproval,,10,,100,,10,,100,Disapproval,,,10,,100,,,,,"('Disapproval',)"
CHRG-113hhrg89598,5Zhb,20,Did any of his staff ever call you and ask you to come voluntarily?,No.,Interest,,,10,,100,,,,,Disapproval,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,21,"One-point-eight billion dollars in IT is your budget--$1.8 billion. On $1.8 billion, isn't the retention of key documents that the American people need to count on, like whether or not they're being honestly treated by your employees, especially somebody at such a high level, isn't that, in fact, a priority that should have allowed for full retention?","If we had the right resources, there would be a lot of priorities we'd have. The budget for this year----",Disapproval,Interest,,3,,70,,10,,100,Optimism,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,22,"I think the understanding is the rules of the House say that Members should conduct themselves in a way that reflects credibility upon the House. I think people watching this hearing today can decide whether or not that's been followed on that. Look, I think what you're trying to tell people at one point is that it's the Inspector General's responsibility to review this matter and file a report and, in that report, make recommendations as to what action might be done or, upon reviewing that report, you or others might make recommendations of what might be done, such as refer to a--another body like the FBI or somebody else. Is that correct?",That's correct.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Optimism',)"
CHRG-113hhrg89598,5Zhb,23,"Well, I have the same information, and I understand that they were dismissed in 2011, and they had started 2005. And, actually, in their advertisements, they bragged about how they could retain emails. Do you know if they have a backup that exists?","They were under a contract with the Chief Counsel of the IRS for about 3,000 employees and an internal disaster recovery program that would allow you to move emails from one system to another as a backup. That contract was terminated when the IRS Chief Counsel upgraded to Outlook 2010 and that alternate system was no longer needed.",Interest,Optimism,,10,,100,,5,,70,Serenity,,,3,,50,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,24,Had they been in touch with you or your staff before scheduling that date?,"Yes. They actually had asked whether I would be available in the morning on Tuesday, and I was not. Then we agreed that I would testify in the afternoon.",Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,25,You didn't tell your IG that some of the documents weren't going to be provided?,I did not----,Disapproval,Interest,,3,,50,,10,,100,Submission,,,10,,100,,,,,"('Apprehension', 'Pensiveness')"
CHRG-113hhrg89598,5Zhb,26,"Next slide. Later that day, that IT employee sought help from the field director of the Customer Support Division. And he wrote, ""If she can't fix it, nobody can."" Is that a document that you--part of a document that you produced?",Yes.,Interest,Awe,,10,,100,,10,,100,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,27,"Mr. Koskinen, what is your response to that? You said, ""We're going to get--we're getting find them all."" Were you lying when you said, ""We're going to find them all""?",Absolutely not.,Interest,Contempt,,10,,100,,3,,50,Disapproval,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,28,"And, finally, and just so everyone is clear, Mr. Koskinen, when you testified before this committee on March 26, did you know about this email claim? Did you know Ms. Lerner's emails were lost forever?",No.,Interest,,,10,,100,,,,,Disapproval,,,10,,100,,,,,"('Serenity',)"
CHRG-113hhrg89598,5Zhb,29,"Did he ever explain to you why it was so urgent that you come here at 7:00 on Monday night when you were already scheduled to appear voluntarily before a different committee of jurisdiction on Tuesday, the 24th, the following day?",No.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Apprehension',)"
CHRG-113hhrg89598,5Zhb,30,"So the American people should believe that if they don't have the resources to pay their taxes, they shouldn't pay their taxes, because if the IRS doesn't have the resources, it won't keep records. That's pretty much what you're telling us here tonight, is that resources are a question of whether or not you maintain key documents. Let me just go into one thing in my limited time. You came here and you said--put it up on the board--that, as you did today, you were going to tell the truth, the whole truth, and nothing but the truth. You saw that montage in the opening. You knew there was a problem with some of Lois Lerner's emails when you came to testify in March; isn't that true?",I knew that I'd been told there was an issue that no one knew the ramifications of.,Disapproval,Contempt,,3,,50,,10,,100,Disapproval,,,10,,100,,,,,"('Disapproval',)"
CHRG-113hhrg89598,5Zhb,31,"I guess, you know, as opposed to shoot and then aim, we might be trying to first gather some information and then decide where we go from there. Is that correct?",Correct.,Optimism,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Disapproval', 'Pensiveness')"
CHRG-113hhrg89598,5Zhb,32,So that might exist? That data may exist?,"If any of the data exists, it's been searched for, all of the emails. I'm told we've searched every word of every----",Optimism,,,10,,100,,,,,Disapproval,,,10,,100,,,,,"('Remorse',)"
CHRG-113hhrg89598,5Zhb,33,So you agreed to testify voluntarily?,I've always agreed to testify voluntarily over the course of the last 20 years.,Interest,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Serenity',)"
CHRG-113hhrg89598,5Zhb,34,"Or did you cause someone to find out at the White House, at Treasury, or your IG?","I did not. And if you have any evidence of that, I'd be happy to see it.",Hostility,,,,,50,,,,,Disapproval,Contempt,,10,,100,,3,,50,"('Disapproval',)"
CHRG-113hhrg89598,5Zhb,35,"[continuing]--our committee? Next slide. On August 1st, 2011, the IT field director wrote again to Ms. Lerner and informed her that, ""As a last resort, we sent your hard drive to CI's forensics lab to attempt data recovery."" Now, Mr. Koskinen, ""CI"" stands for Criminal Investigation Division at the IRS. And what do they do in the forensic lab in that division?","They're an expert at, in that lab, taking hard drives in computers that have been seized by criminals, tax evaders, and others and reconstituting emails wherever necessary.",Interest,,,10,,100,,,,,Serenity,,,10,,100,,,,,"('Pensiveness',)"
CHRG-113hhrg89598,5Zhb,36,"Mr. Koskinen, you are touted as a man of integrity, and I've even heard you say it about yourself on television. So I'm going to ask you to use that integrity to help me understand a few things that have become confusing to me. Now, you said that you want to restore confidence to the Agency, and I have no question to question that. I have no basis upon which to think that that isn't your goal. But you have to understand that this discussion of the missing emails goes right to the heart of the issue of confidence and of the issue of your ability to do that and of your integrity. So let's start first with just some general concept of ethics, back to your integrity. Now, you agree, as Commissioner, that you can't both be the manager of the Agency, the investigator of the Agency, judge, jury, and prosecutor of matters that are being undertaken under and by the Agency. Right? There's inherent conflict and bias in those positions. You, by basic concepts of an ethics with integrity, can't fill all of those. Correct?","I'm not sure I understand that question. I'm in charge of the Agency, I'm responsible for its activities, and I'm accountable for its activities.",Disapproval,,,10,,100,,,,,Disapproval,,,10,,100,,,,,"('Apprehension',)"
